SVL,HL,HW,HD,JL,FLL,HLL,FFL,HFL,Tail,Site,Number,Genus_species
37,10.1,6,3.3,10.4,17,19,6,7,0,D,11839,Nephrurus_laevissimus
34,9.9,7.7,3.7,10.6,17,19,6,7,0,D,11840,Nephrurus_laevissimus
38,10.9,8.3,3.3,10.9,16,20,6,7,0,D,11841,Nephrurus_laevissimus
39,10.6,7.8,4.3,11.1,19,21,6,7,0,D,11878,Nephrurus_laevissimus
71,17.9,15.5,7.5,18.4,28,34,9,12,0,D,11882,Nephrurus_laevissimus
56,15,11.6,5.8,15.2,23,27,7,10,0,D,11883,Nephrurus_laevissimus
37,10.6,6.7,3.5,10.6,17,20,5,7,0,D,11885,Nephrurus_laevissimus
59,16.3,13.4,6.6,16.9,26,32,9,11,0,D,11886,Nephrurus_laevissimus
67,18,15.4,7.5,18.3,26,34,9,12,0,D,11887,Nephrurus_laevissimus
79,20.2,15.7,7.3,20.4,32,37,10,13,0,D,11888,Nephrurus_laevissimus
35,9.9,6.4,3.4,10.3,18,28,6,7,0,D,11889,Nephrurus_laevissimus
78,19.5,17.4,9.3,19.8,29,36,9,13,0,D,11890,Nephrurus_laevissimus
56,15.4,11.9,4.9,15.8,24,30,8,10,0,D,11892,Nephrurus_laevissimus
38,10.5,6.9,3.9,11.3,17,21,6,8,0,D,11893,Nephrurus_laevissimus
81,20.5,17.7,8.8,21.2,31,40,11,13,0,D,11894,Nephrurus_laevissimus
81,20.5,16.4,8.8,20.6,32,38,10,13,0,D,11915,Nephrurus_laevissimus
61,16.4,13,6.4,16.4,24,28,8,10,0,D,11922,Nephrurus_laevissimus
52,13.7,10.8,5.4,14.2,22,27,7,9,0,D,11942,Nephrurus_laevissimus
38,10.5,6.2,3.8,10.9,17,21,6,8,0,D,11943,Nephrurus_laevissimus
40,11.6,8.6,4.2,11.9,19,24,6,8,0,D,11966,Nephrurus_laevissimus
35,10,6.5,3.5,10.2,17,21,5,7,0,D,11967,Nephrurus_laevissimus
40,9.8,6.8,3.7,10.4,16,19,6,8,0,D,11968,Nephrurus_laevissimus
40,10.2,7.5,3.8,10.9,18,23,6,8,0,D,11970,Nephrurus_laevissimus
60,15,12.2,5.9,16,25,30,7,11,0,D,11971,Nephrurus_laevissimus
52,13.7,9.6,5.4,14.3,20,25,7,10,0,D,11972,Nephrurus_laevissimus
36,10,6.5,3.5,10.6,17,21,6,8,0,D,11973,Nephrurus_laevissimus
64,17.8,14.5,7.5,17.9,27,32,8,12,0,D,11974,Nephrurus_laevissimus
64,16.8,13,6.7,17.3,28,34,10,12,0,D,11985,Nephrurus_laevissimus
38,10.5,7.5,3.8,10.9,17,22,6,8,0,E,12082,Nephrurus_laevissimus
55,14.2,10.7,5.6,14.9,23,26,7,9,0,E,12083,Nephrurus_laevissimus
72,20.3,16.9,7.7,21,30,36,9,13,0,E,12110,Nephrurus_laevissimus
75,19.3,16,8,19.8,31,38,9,13,0,E,12112,Nephrurus_laevissimus
42,11.7,9,4.6,11.9,19,24,6,9,0,E,12113,Nephrurus_laevissimus
88,23.2,20.3,9.9,24.6,34,44,12,15,0,E,12114,Nephrurus_laevissimus
41,11.3,8.7,4.5,11.9,17,24,6,8,0,E,12115,Nephrurus_laevissimus
70,19.3,16.4,7.6,20.2,28,33,10,13,0,E,12116,Nephrurus_laevissimus
39,10.5,6.9,4.3,10.9,18,22,6,8,0,E,12145,Nephrurus_laevissimus
41,11.5,8,4.3,11.8,18,24,7,8,0,E,12146,Nephrurus_laevissimus
66,18.2,14.4,7.7,18.5,26,33,9,12,0,E,12148,Nephrurus_laevissimus
40,11.3,7.8,4.5,11.9,18,23,6,8,0,E,12149,Nephrurus_laevissimus
67,18.2,14.2,6.9,18.9,29,34,9,13,0,E,12151,Nephrurus_laevissimus
72,19.6,17,7.8,19.9,31,36,9,13,0,E,12152,Nephrurus_laevissimus
45,13.4,8.2,4.4,14,19,22,6,9,0,E,12175,Nephrurus_laevissimus
63,17,13.8,7.3,17.8,26,32,9,11,0,E,12176,Nephrurus_laevissimus
79,19.9,16.6,8.4,20.7,32,39,10,14,0,E,12177,Nephrurus_laevissimus
74,19.5,16.4,8.9,20.3,32,37,10,14,0,E,12178,Nephrurus_laevissimus
72,18.8,15.9,8.2,19.7,30,35,10,11,0,E,12179,Nephrurus_laevissimus
76,19.3,16,8.1,20.5,31,36,10,13,0,E,12181,Nephrurus_laevissimus
70,18.8,15.4,8.2,19.4,29,36,9,12,0,E,12183,Nephrurus_laevissimus
47,12.3,8.9,4.9,12.9,20,25,7,9,0,E,12184,Nephrurus_laevissimus
76,19.9,16.5,9,20.7,29,39,9,13,0,E,12185,Nephrurus_laevissimus
59,16.1,12.5,6.2,17,26,31,8,10,0,E,12186,Nephrurus_laevissimus
76,21.3,16.8,7.9,21.3,30,36,10,13,0,E,12187,Nephrurus_laevissimus
75,20.7,16.7,7.8,21.4,31,37,9,13,0,E,12188,Nephrurus_laevissimus
55,14.5,11.5,5.6,15.3,23,32,7,10,0,E,12190,Nephrurus_laevissimus
90,23.9,20.6,11.2,24.7,35,45,12,16,0,E,12191,Nephrurus_laevissimus
71,20,16.4,8.5,20.5,31,37,10,13,0,E,12212,Nephrurus_laevissimus
60,16.9,14.2,6.6,17.6,25,33,8,10,0,E,12213,Nephrurus_laevissimus
85,22.9,18.8,10,23,34,44,11,15,0,E,12215,Nephrurus_laevissimus
73,19.8,16.4,7.9,20.4,29,37,9,14,0,E,12216,Nephrurus_laevissimus
69,18.8,16,7.3,19.2,29,35,10,12,0,E,12217,Nephrurus_laevissimus
54,14.5,11.4,6.2,14.9,23,28,7,10,0,E,12218,Nephrurus_laevissimus
71,20,15.9,7.8,20.3,29,35,9,12,0,E,12219,Nephrurus_laevissimus
73,19.2,16.3,7.9,19.9,28,36,10,13,0,E,12220,Nephrurus_laevissimus
55,15.6,11.6,5.3,15.8,24,28,7,10,0,E,12222,Nephrurus_laevissimus
71,19,15.9,7.6,19.7,30,36,9,14,0,E,12223,Nephrurus_laevissimus
42,11.4,7.8,4.2,11.8,18,24,6,9,0,E,12226,Nephrurus_laevissimus
74,20,16.8,8,20.3,31,34,10,13,0,E,12227,Nephrurus_laevissimus
50,13.7,10.7,5.6,14.3,22,26,7,9,0,E,12228,Nephrurus_laevissimus
34,9.5,6.9,3.8,9.8,16,19,6,7,0,E,12229,Nephrurus_laevissimus
44,11.8,9.6,4.9,12,20,24,7,9,0,E,12273,Nephrurus_laevissimus
68,19,15.4,7.3,19.6,28,35,9,12,0,E,12274,Nephrurus_laevissimus
70,18.8,15.8,8,19.6,28,37,10,14,0,E,12277,Nephrurus_laevissimus
72,19,16,7.4,19.7,29,35,9,13,0,E,12278,Nephrurus_laevissimus
81,21.4,18.3,9,22.6,33,42,10,14,0,E,12279,Nephrurus_laevissimus
44,11.9,8.6,4.8,12.6,19,24,7,8,0,E,12280,Nephrurus_laevissimus
67,17.6,14.5,7.3,18.5,28,36,9,13,0,E,12314,Nephrurus_laevissimus
45,12.3,8.9,4.6,12.7,19,24,7,8,0,E,12315,Nephrurus_laevissimus
45,11.5,8.2,4.7,11.8,21,23,7,8,0,E,12316,Nephrurus_laevissimus
63,17.6,13.7,6.9,18.3,27,29,9,11,0,E,12317,Nephrurus_laevissimus
58,15.6,11.3,5.7,16,25,30,8,11,0,E,12319,Nephrurus_laevissimus
56,15.4,10.8,5,15.9,25,30,8,10,0,E,12320,Nephrurus_laevissimus
51,13.4,10.3,5.3,13.7,20,26,7,10,0,D,12691,Nephrurus_laevissimus
54,14.7,9.7,5.4,14.9,23,28,7,10,0,D,12694,Nephrurus_laevissimus
57,15,11.6,6.2,15.8,24,29,8,11,0,D,12695,Nephrurus_laevissimus
65,17.9,13.3,7,18.6,28,32,8,12,0,D,12697,Nephrurus_laevissimus
69,17.9,14.5,7,18.7,27,33,9,11,0,D,12718,Nephrurus_laevissimus
45,13,8.6,4.9,13.2,20,25,7,9,0,D,12720,Nephrurus_laevissimus
50,13.6,10,4.9,14.4,20,24,7,8,0,D,12721,Nephrurus_laevissimus
57,14.7,12.7,5.7,15.4,23,30,7,10,0,D,12722,Nephrurus_laevissimus
42,11.5,7.5,4.3,11.8,18,21,6,8,0,D,12724,Nephrurus_laevissimus
49,13.4,10.3,5.5,14,21,26,7,9,0,D,12725,Nephrurus_laevissimus
61,16.6,12.9,5.7,17.9,25,31,8,11,0,D,12727,Nephrurus_laevissimus
53,14,11.5,5.5,14.4,22,28,7,10,0,D,12728,Nephrurus_laevissimus
42,11.9,8.8,4.2,11.9,18,23,6,8,0,D,12730,Nephrurus_laevissimus
39,11.4,8.7,4.2,11.5,18,21,6,8,0,D,12733,Nephrurus_laevissimus
38,10.7,8.3,4.4,11.4,18,23,6,9,0,D,12734,Nephrurus_laevissimus
60,15.8,12.3,6.4,16.2,25,29,8,11,0,D,12737,Nephrurus_laevissimus
68,18.2,14.6,6.8,18.3,27,32,9,12,0,D,12739,Nephrurus_laevissimus
47,12.8,9.3,4.5,13.2,20,26,7,9,0,D,12740,Nephrurus_laevissimus
60,16.9,12.9,6.5,17.4,26,32,10,11,0,E,12862,Nephrurus_laevissimus
80,20.6,14.3,8,21.4,31,40,9,12,0,E,12863,Nephrurus_laevissimus
45,12.2,9.5,4.6,12.6,20,25,7,9,0,E,12864,Nephrurus_laevissimus
47,12.8,9.6,4.8,13.6,20,25,7,8,0,E,12867,Nephrurus_laevissimus
77,20.3,16.9,7.9,20.9,30,38,10,13,0,E,12898,Nephrurus_laevissimus
52,14.6,10,5.4,15,23,31,7,10,0,E,12900,Nephrurus_laevissimus
71,19.9,16.4,7.9,20.4,30,34,9,13,0,E,12901,Nephrurus_laevissimus
50,14.5,11.3,6,15,22,27,7,9,0,E,12902,Nephrurus_laevissimus
66,17.5,14.8,7.4,18.3,28,35,8,12,0,E,12903,Nephrurus_laevissimus
57,16.2,12.9,6.4,16.7,24,31,8,11,0,E,12914,Nephrurus_laevissimus
49,13.5,9.4,5,13.6,21,27,7,9,0,E,12915,Nephrurus_laevissimus
54,14.9,11.5,6.3,15.4,24,28,8,10,0,E,12919,Nephrurus_laevissimus
46,13.2,8.5,4.9,13.7,21,27,6,9,0,E,12924,Nephrurus_laevissimus
68,18.9,15.6,7.5,19.5,28,35,9,12,0,E,13154,Nephrurus_laevissimus
42,12.3,8.9,4.7,12.5,19,23,7,8,0,E,13157,Nephrurus_laevissimus
53,14.6,11.7,5.6,15.3,22,29,7,10,0,E,13158,Nephrurus_laevissimus
61,16.5,13.5,6.6,17.2,26,33,7,12,0,E,13159,Nephrurus_laevissimus
61,16.9,13.5,6.4,17,26,32,7,11,0,E,13160,Nephrurus_laevissimus
59,17.2,11.4,6,17.3,24,27,7,10,0,E,13161,Nephrurus_laevissimus
49,14.2,10.3,5.3,14.8,24,28,8,10,0,E,13162,Nephrurus_laevissimus
55,15.5,11.4,5.7,15.9,24,28,8,10,0,E,13163,Nephrurus_laevissimus
62,17.8,15,7.3,18.7,27,32,8,12,0,E,13164,Nephrurus_laevissimus
78,21.6,17.3,9.4,22.7,32,40,11,14,0,E,13165,Nephrurus_laevissimus
71,18.6,14.7,6.9,19.5,30,35,9,14,0,E,13169,Nephrurus_laevissimus
83,21.5,18.1,9.5,22.4,35,47,12,15,0,E,13170,Nephrurus_laevissimus
50,13.9,10.8,4.9,14.4,22,28,7,10,0,E,13171,Nephrurus_laevissimus
73,18,16,7.9,19.5,28,37,9,14,0,E,13172,Nephrurus_laevissimus
54,14.3,10.9,5.2,15,23,29,7,10,0,E,13405,Nephrurus_laevissimus
81,21.6,17,8.9,21.9,32,43,11,15,0,D,13408,Nephrurus_laevissimus
37,10,5.7,3.6,10.5,18,21,6,7,0,D,13409,Nephrurus_laevissimus
63,16.2,14,6.7,17.7,27,32,8,12,0,D,13411,Nephrurus_laevissimus
55,15,11.6,6.3,15.3,24,28,8,10,0,D,13418,Nephrurus_laevissimus
76,20,15.9,8.5,20.6,30,38,10,13,0,D,13419,Nephrurus_laevissimus
41,11.2,7.3,3.8,11.8,17,21,7,9,0,D,13420,Nephrurus_laevissimus
54,14.5,10.9,5.6,14.8,22,28,7,10,0,D,13421,Nephrurus_laevissimus
75,18.8,15.7,8.4,19.6,28,35,10,12,0,D,13422,Nephrurus_laevissimus
40,10.5,8.3,3.7,10.9,17,21,6,8,0,D,13425,Nephrurus_laevissimus
42,11.8,8.3,4.4,12.3,19,23,7,9,0,D,13426,Nephrurus_laevissimus
57,14.6,11.6,6.7,15.3,25,30,8,10,0,D,13430,Nephrurus_laevissimus
38,10,7.4,4.4,10.8,18,20,6,8,0,D,13432,Nephrurus_laevissimus
55,13.9,10.9,5.5,14.6,20,25,8,9,0,D,13434,Nephrurus_laevissimus
82,20.4,17.4,8.4,20.9,32,39,10,13,0,D,13448,Nephrurus_laevissimus
73,18.4,14.4,8,19.3,29,38,10,13,0,D,13449,Nephrurus_laevissimus
84,21.7,17.9,8.7,21.9,30,40,10,14,0,D,13450,Nephrurus_laevissimus
37,10.2,6,3,10.6,17,21,6,8,0,D,13453,Nephrurus_laevissimus
61,16.1,12.9,7.6,16.7,20,26,6,9,20,R,1076,Nephrurus_laevissimus
47,12.5,9.5,5.8,13.2,16,22,5,8,15,R,1093,Nephrurus_laevissimus
57,15.7,12.1,6.9,16.2,20,26,5,8,16,R,1130,Nephrurus_laevissimus
62,17.4,13.7,8.5,17.9,24,32,6,10,24,R,1135,Nephrurus_laevissimus
70,19.2,16.2,9.7,20,25,35,8,10,25,R,1137,Nephrurus_laevissimus
60,16.4,13.4,7.4,16.8,25,30,8,8,20,R,1138,Nephrurus_laevissimus
72,19,15.3,9.2,20,26,34,6,10,25,R,1155,Nephrurus_laevissimus
59,15.6,12,7.2,16.5,20,28,6,8,21,R,1156,Nephrurus_laevissimus
65,17.9,14.6,8.3,18.3,25,32,6,9,25,R,1158,Nephrurus_laevissimus
86,22.6,18.4,10.9,23.4,29,40,10,12,26,R,1194,Nephrurus_laevissimus
84,23.2,19.5,11.5,23.5,31,39,10,11,28,R,1203,Nephrurus_laevissimus
47,12.5,10.3,6.3,13.2,17,21,5,6,16,R,1231,Nephrurus_laevissimus
67,19.1,15.4,8.8,20.3,25,32,9,10,25,R,1233,Nephrurus_laevissimus
51,12.4,10.2,5.9,13.3,20,22,5,7,17,R,1432,Nephrurus_laevissimus
67,18.7,14.5,8.2,19.6,25,34,8,10,22,R,1436,Nephrurus_laevissimus
58,15.5,12.1,7.8,16,21,28,6,9,17,R,1461,Nephrurus_laevissimus
85,22.3,18.6,10.2,22.7,30,40,10,11,26,R,1463,Nephrurus_laevissimus
71,18.3,14.5,9,18.4,25,30,7,10,23,R,1464,Nephrurus_laevissimus
80,17.7,21.4,10,22.7,30,40,8,11,25,R,1466,Nephrurus_laevissimus
52,14,10.9,6.3,14,17,21,5,7,18,R,1470,Nephrurus_laevissimus
74,19.3,14.5,8.8,20,26,36,5,10,21,R,1471,Nephrurus_laevissimus
74,20,16.5,9.6,20.4,27,37,6,10,25,R,1486,Nephrurus_laevissimus
77,20.8,16.7,10.3,21.3,26,35,9,11,29,R,1487,Nephrurus_laevissimus
70,18.4,14.5,9.1,19.2,24,31,6,9,24,R,1488,Nephrurus_laevissimus
85,23,18.4,10.5,23.4,30,40,10,11,25,R,1489,Nephrurus_laevissimus
75,20,16,9.6,20.3,26,35,9,11,20,R,1491,Nephrurus_laevissimus
57,15,11,7.7,15.4,21,25,6,9,20,R,1496,Nephrurus_laevissimus
44,11.6,8.8,5.4,12.7,16,20,6,6,15,R,1498,Nephrurus_laevissimus
55,15.3,11.6,7.3,15.8,19,25,7,8,17,R,1499,Nephrurus_laevissimus
66,17.9,14.2,8.6,18,25,34,6,10,22,R,1501,Nephrurus_laevissimus
71,20.2,16.6,10,20,26,35,6,9,20,R,1505,Nephrurus_laevissimus
71,18.9,14.2,8.6,19.1,25,31,6,11,20,R,1512,Nephrurus_laevissimus
60,16.8,12.7,7.8,17,22,27,7,8,20,R,1515,Nephrurus_laevissimus
65,17.4,14.3,8.2,18.7,22,32,8,9,22,R,1516,Nephrurus_laevissimus
61,16.4,13.7,7.8,16.5,22,30,7,7,24,R,1524,Nephrurus_laevissimus
75,18.8,6.5,9.1,19.2,26,34,9,10,25,R,1543,Nephrurus_laevissimus
51,14.3,11.2,6.4,15.3,18,23,5,8,17,R,1551,Nephrurus_laevissimus
74,19.9,15.8,9.7,20.5,25,35,7,10,26,R,1566,Nephrurus_laevissimus
48,12.3,9.6,5.4,14.1,18,22,5,7,17,R,1568,Nephrurus_laevissimus
50,13.4,9.3,6.1,14,19,25,5,8,15,R,1583,Nephrurus_laevissimus
50,14.1,10.7,6.4,14.3,19,24,5,8,17,R,1596,Nephrurus_laevissimus
51,13.3,10.8,6.3,14.3,18,22,5,6,16,R,1599,Nephrurus_laevissimus
76,20,16.2,8.7,20.3,28,36,6,9,25,R,1774,Nephrurus_laevissimus
73,20.2,15.8,9.3,20.8,27,38,8,10,22,R,1775,Nephrurus_laevissimus
56,14,10.5,6.7,14.9,20,27,5,8,20,R,1776,Nephrurus_laevissimus
85,22.3,18.7,10.6,23.4,30,42,10,12,30,R,1777,Nephrurus_laevissimus
52,14.7,11.4,7.5,15.7,20,25,6,8,19,R,1797,Nephrurus_laevissimus
50,14.1,10.6,6.4,14.6,19,24,6,7,16,R,1818,Nephrurus_laevissimus
75,19.5,15.7,9.7,20.3,26,32,9,10,25,R,1819,Nephrurus_laevissimus
90,24.9,20.9,11.9,25.3,30,46,10,11,25,R,1827,Nephrurus_laevissimus
60,15,10.4,6.4,15.4,20,25,5,7,5,R,1848,Nephrurus_laevissimus
90,22.5,18.2,11.5,22.6,30,44,10,13,31,R,1859,Nephrurus_laevissimus
56,15.6,11.9,7.3,16.4,21,27,6,9,20,R,1872,Nephrurus_laevissimus
80,20.4,15.2,9,21.6,28,38,6,11,22,R,1875,Nephrurus_laevissimus
83,21.1,18.7,10.1,23,30,42,9,13,26,R,1881,Nephrurus_laevissimus
70,18.4,15,8.7,18.6,25,32,6,9,20,R,1900,Nephrurus_laevissimus
85,23.8,19.3,10.2,25,30,43,9,11,29,R,1941,Nephrurus_laevissimus
79,21.3,16.5,10,21.8,23,35,7,10,0,R,1974,Nephrurus_laevissimus
77,21.1,16.5,10.1,21.8,29,40,9,10,25,R,1996,Nephrurus_laevissimus
55,15,11.2,6.3,15.7,20,25,6,6,4,R,1997,Nephrurus_laevissimus
61,16.8,12.8,8.3,17.3,22,30,6,10,22,R,2210,Nephrurus_laevissimus
71,19.6,15.7,9.2,19.7,25,32,8,9,0,R,2212,Nephrurus_laevissimus
74,20.5,16.5,9.6,21.3,28,36,8,11,22,R,2231,Nephrurus_laevissimus
62,17,13.3,8.3,17.3,23,34,8,10,21,R,2233,Nephrurus_laevissimus
81,23.1,18.5,11.4,23.2,28,38,9,11,30,R,2238,Nephrurus_laevissimus
66,17.7,13.6,7,17.8,22,30,7,10,0,R,2239,Nephrurus_laevissimus
57,15.2,12,7.3,16.3,21,28,6,8,0,R,2241,Nephrurus_laevissimus
75,20.4,17,10,21.2,28,37,8,9,30,R,2243,Nephrurus_laevissimus
82,21.3,16.7,10.7,22.3,29,42,8,11,25,R,2260,Nephrurus_laevissimus
66,18.7,14.7,9.2,19.2,23,31,7,10,23,R,2266,Nephrurus_laevissimus
66,18.2,14.8,8.3,18.5,23,33,7,10,21,R,2268,Nephrurus_laevissimus
60,15.2,11.8,7.1,16.1,21,30,6,9,23,R,2269,Nephrurus_laevissimus
40,11.1,8.2,5.4,12.3,15,21,5,6,0,R,2295,Nephrurus_laevissimus
65,17.4,13.7,8.5,17.5,21,31,6,10,20,R,2300,Nephrurus_laevissimus
60,17,12.4,7.5,17.5,23,29,7,10,17,R,2301,Nephrurus_laevissimus
71,20.7,15.3,9.1,21.2,26,38,9,11,25,R,2303,Nephrurus_laevissimus
80,20.1,16.3,9.6,21,24,38,9,10,0,R,2319,Nephrurus_laevissimus
71,20.1,17.6,10.3,20.6,26,36,6,10,22,R,2321,Nephrurus_laevissimus
66,18,12.3,7.9,18.3,26,32,7,9,22,R,2453,Nephrurus_laevissimus
61,16.7,12.4,7.4,17,24,28,6,8,16,R,2480,Nephrurus_laevissimus
82,20.9,17.3,10.5,22,30,38,9,11,24,R,2485,Nephrurus_laevissimus
62,16.7,11.8,6.7,18,24,30,9,10,21,R,2486,Nephrurus_laevissimus
77,19.2,16,10,19.7,28,37,8,10,25,R,2501,Nephrurus_laevissimus
40,11.4,8.2,5.2,12.1,15,21,5,6,15,R,2503,Nephrurus_laevissimus
70,19,14.7,8.7,19.1,26,35,9,10,25,R,2508,Nephrurus_laevissimus
65,16.3,13,8.2,17.5,24,33,7,10,21,R,2509,Nephrurus_laevissimus
85,23,18.4,11.5,23.7,30,42,10,11,30,R,2529,Nephrurus_laevissimus
16,16.9,12.2,7.5,17.3,25,31,8,10,22,R,2530,Nephrurus_laevissimus
56,15.5,11,6.8,16,21,27,6,10,21,R,2543,Nephrurus_laevissimus
67,17.4,12.8,8.2,17.5,24,32,6,10,21,R,2544,Nephrurus_laevissimus
80,21.4,15.7,9.7,22,29,36,10,10,28,R,2561,Nephrurus_laevissimus
65,17.3,13,8.7,17.8,24,31,7,9,24,R,2562,Nephrurus_laevissimus
75,19.6,14.4,9.6,19.7,27,36,9,10,25,R,2571,Nephrurus_laevissimus
62,16.4,14,7.7,17,23,30,6,9,23,R,2573,Nephrurus_laevissimus
62,17.3,13.2,8,17.6,22,30,6,9,19,R,2639,Nephrurus_laevissimus
71,18.3,14.7,8.6,18.7,25,31,9,10,25,R,2640,Nephrurus_laevissimus
39,10.5,6.8,4.7,10.3,6,19,5,5,13,R,2641,Nephrurus_laevissimus
85,22.3,17.2,10.7,22,30,40,9,11,13,R,2642,Nephrurus_laevissimus
85,22.6,17.5,11.4,22.9,30,35,10,12,26,R,2644,Nephrurus_laevissimus
76,19,15.4,9.6,20.7,25,35,6,11,25,R,2661,Nephrurus_laevissimus
54,15,10.7,6.3,15.2,21,26,6,7,17,R,2675,Nephrurus_laevissimus
70,20.1,16.7,9.6,21.3,26,35,10,10,26,R,2697,Nephrurus_laevissimus
63,17.7,13.2,8.4,18.4,24,32,8,10,0,R,2698,Nephrurus_laevissimus
74,19.1,15.2,9.1,19.6,24,35,8,11,20,R,2718,Nephrurus_laevissimus
70,19.1,14.6,9.1,19.6,26,35,10,11,20,R,2719,Nephrurus_laevissimus
56,15,11.8,7.8,15.3,21,26,7,8,20,R,2745,Nephrurus_laevissimus
81,22.6,18.5,10.7,23,27,35,10,11,27,R,2770,Nephrurus_laevissimus
81,22.5,17.6,10.7,22.9,30,40,10,12,25,R,2771,Nephrurus_laevissimus
66,18.3,14.4,9.3,19.8,25,32,8,9,22,R,2793,Nephrurus_laevissimus
71,19.5,15.5,9.4,20,25,35,9,11,22,R,3188,Nephrurus_laevissimus
64,18.2,12.8,8.3,18.4,23,32,6,8,21,R,3189,Nephrurus_laevissimus
46,11.7,8.5,5.6,11.8,15,19,5,6,15,R,3207,Nephrurus_laevissimus
62,17.3,13.6,8.6,18,23,31,8,8,21,R,3209,Nephrurus_laevissimus
40,11.2,7.8,5,12,15,15,5,6,13,R,3232,Nephrurus_laevissimus
70,19,15,9.1,19.4,25,34,6,10,25,R,3233,Nephrurus_laevissimus
74,19.6,16.4,9.8,20.4,27,35,8,10,26,R,3598,Nephrurus_laevissimus
80,21.8,16.9,10.3,22.4,29,41,8,10,25,R,3599,Nephrurus_laevissimus
80,22.4,16.9,9.4,23,27,38,9,10,0,R,3600,Nephrurus_laevissimus
72,20,15.5,9.5,20.5,25,36,9,10,21,R,3601,Nephrurus_laevissimus
66,19.7,15.5,9,20.1,25,34,8,11,21,R,3602,Nephrurus_laevissimus
83,22.7,17.3,11,23,30,41,10,12,25,R,3603,Nephrurus_laevissimus
80,23.7,19.9,11.7,24.3,30,42,10,11,30,R,3606,Nephrurus_laevissimus
66,18.7,15.5,9.1,19.3,26,31,9,10,25,R,3608,Nephrurus_laevissimus
64,16.9,13.5,7.4,17.4,24,30,7,10,20,R,3610,Nephrurus_laevissimus
54,14.1,9.5,6,14.2,20,23,5,7,16,R,3660,Nephrurus_laevissimus
41,11.4,8.2,5.7,12.3,16,18,5,6,13,R,3664,Nephrurus_laevissimus
76,20.8,16.2,9.5,21,26,34,8,10,25,R,3665,Nephrurus_laevissimus
42,11.7,7.7,5,12,15,18,4,7,15,R,3667,Nephrurus_laevissimus
50,13.7,10.8,6.8,14.1,20,24,5,8,18,R,3670,Nephrurus_laevissimus
70,17.7,13.2,8.7,18.5,25,32,9,10,22,R,3671,Nephrurus_laevissimus
72,19.2,14.8,8.9,19.6,25,32,7,10,22,R,3672,Nephrurus_laevissimus
74,21.7,17.1,10,22.2,28,38,10,12,25,R,3709,Nephrurus_laevissimus
41,13,9.5,5.7,13.5,16,19,5,7,15,R,3710,Nephrurus_laevissimus
74,19.4,15.4,9,20,25,35,9,11,22,R,3712,Nephrurus_laevissimus
45,12.4,8.5,5.6,12.5,16,20,5,6,14,R,3713,Nephrurus_laevissimus
48,12.2,8.7,5.7,12.8,17,22,5,8,15,R,3714,Nephrurus_laevissimus
46,12.7,8.5,5.9,12.8,17,22,5,6,14,R,3716,Nephrurus_laevissimus
73,18.7,15.5,8.7,19.6,25,32,9,10,20,R,3718,Nephrurus_laevissimus
65,19.5,15.5,9.2,19.7,24,33,8,10,25,R,3726,Nephrurus_laevissimus
49,13.3,10.1,6,14,18,23,6,8,12,R,3732,Nephrurus_laevissimus
83,22.2,18.2,10.5,23.1,30,40,8,11,37,R,3735,Nephrurus_laevissimus
75,21.1,17.3,10.3,21.8,26,35,10,11,25,R,3736,Nephrurus_laevissimus
46,13.1,9.4,5.7,13.7,18,23,5,7,15,R,3738,Nephrurus_laevissimus
68,19.5,15.8,8.9,20,25,32,8,10,0,R,3772,Nephrurus_laevissimus
70,18.5,15.1,9.1,19.4,25,32,7,10,22,R,3779,Nephrurus_laevissimus
65,18.3,14,7.9,19.2,25,30,9,10,21,R,3780,Nephrurus_laevissimus
67,18.3,14.6,8.7,19,25,29,6,10,21,R,3781,Nephrurus_laevissimus
40,11.4,8.4,5.5,11.8,16,19,5,6,14,R,3782,Nephrurus_laevissimus
75,20.8,17.2,9.7,21.4,28,39,8,11,26,R,3783,Nephrurus_laevissimus
50,13.7,10.3,6.3,14,18,22,6,8,16,R,3784,Nephrurus_laevissimus
67,18.3,14.3,8.5,18.6,23,31,7,10,21,R,3785,Nephrurus_laevissimus
46,12.4,9.2,5.4,13.4,16,20,5,6,15,R,3787,Nephrurus_laevissimus
68,18.1,14.8,8.3,18.7,23,32,7,8,23,R,3789,Nephrurus_laevissimus
70,20,15.8,9.2,20.3,26,33,8,10,23,R,3792,Nephrurus_laevissimus
40,11.4,8.1,4.9,11.9,15,17,5,6,13,R,3793,Nephrurus_laevissimus
76,21.2,16.9,9.6,21.4,26,36,8,10,0,R,3794,Nephrurus_laevissimus
80,21,17.8,10.5,21.4,27,40,9,11,26,R,3817,Nephrurus_laevissimus
47,12.2,8.7,5,12.3,15,22,6,6,16,R,3822,Nephrurus_laevissimus
60,17.3,13.8,7.3,17.8,23,29,7,8,17,R,3823,Nephrurus_laevissimus
40,11.3,8.1,5.2,11.7,15,17,5,6,13,R,3854,Nephrurus_laevissimus
46,12.8,9.7,6.2,13.5,18,22,6,7,15,R,3855,Nephrurus_laevissimus
50,12,9.8,5.4,13.7,20,20,7,7,15,R,3856,Nephrurus_laevissimus
43,11.5,9.2,5.4,12,15,20,5,6,14,R,3858,Nephrurus_laevissimus
71,18.8,14.1,8.4,18.9,25,31,8,10,20,R,3860,Nephrurus_laevissimus
